user1, 2019-08-14 10:53:35.032254
user1, 2019-08-14 10:55:53.559885
user1, 2019-08-14 10:57:47.230193
user2, 2019-08-16 22:53:08.750204
user2, 2019-08-16 22:54:54.245375
Bill, 2019-08-16 22:56:29.304352
Bill, 2019-08-16 22:57:12.765061
user3, 2019-08-16 22:58:40.589809
user2, 2019-08-16 23:01:54.355371
Bill, 2019-08-16 23:02:19.041352
Bill, 2019-08-16 23:03:25.325061
user3, 2019-08-16 23:05:37.889409
